headline,source_name,datetime,leaning
Lemon: Trump Should Stop Threatening Democracy if He Wants Dems to Stop Calling Him a 'Threat to Democracy',breitbart.com,2024-09-16,Right
Exclusive: Dave McCormick Blasts Democrat Rhetoric on Trump,breitbart.com,2024-09-16,Right
The Largely Forgotten Battle that Changed the Course of an Election,breitbart.com,2024-09-16,Right
European Nationalists Express Sympathy for Trump After Attack,breitbart.com,2024-09-16,Right
Trump Advisers Ask Staff to 'Remain Vigilant' After Assassination Attempt,breitbart.com,2024-09-15,Right
Kamala Harris Said Trump 'Wants to Be a Dictator on Day One' 5 Days Before 2nd Assassination Attempt,breitbart.com,2024-09-15,Right
Pennsylvania Town Is a Case Study in Biden-Harris Border Policy Failures,breitbart.com,2024-09-15,Right
MD Gov. Moore: Young Black Men Leaning Republican Because 'Frustration of the Pace of Progress',breitbart.com,2024-09-15,Right
Taylor Swift Endorsing Kamala Harris Backfires as Poll Shows More Voters 'Much More Likely' to Vote Trump Over Harris,breitbart.com,2024-09-14,Right
Biden and Starmer Punt on Decision for Ukraine Long-Range Missiles,breitbart.com,2024-09-14,Right
CNN: Michelle Obama ‘Not Expected to Campaign’ for Kamala Harris in the Fall,breitbart.com,2024-09-13,Right
From Radical Boot Camp to Congress: Tim Walz’s Progressive Origins Revealed,breitbart.com,2024-09-13,Right
Exclusive—Frank Pavone: The Trump-Harris Debate Shows Who’s Closer to the Public on Abortion,breitbart.com,2024-09-13,Right
Exclusive – Rep. Tom Tiffany: GOP Must Attack Kamala's Radical Record,breitbart.com,2024-09-13,Right
Blue State Blues: Why the Debate May Not Matter at All,breitbart.com,2024-09-13,Right
Van Jones: The 'Whole' Democratic Party Flipped from Many 'Bad Ideas' It Had in 2020,breitbart.com,2024-09-13,Right
China Whines It Got Mentioned in Trump-Harris Debate with No China Questions,breitbart.com,2024-09-12,Right
"WATCH: Kamala Harris Failed to Answer, 'Are You Better Off than You Were 4 Years Ago?'",breitbart.com,2024-09-12,Right
Schweizer: A Presidential Debate About Eating Ducks and Cats?,breitbart.com,2024-09-12,Right
"Alberto Fujimori, Peruvian Strongman Who Crushed Communist Terror, Dead at 86",breitbart.com,2024-09-12,Right
VIDEO: Patrick Mahomes Breaks Silence on Whether He Will Endorse a Candidate for President,breitbart.com,2024-09-12,Right
Breitbart Business Digest: Stocks Suffer a Morning After Hangover,breitbart.com,2024-09-11,Right
Fact Check: CNN Claims Kamala Harris Only Made One False Statement During Debate,breitbart.com,2024-09-11,Right
Harris Surrogate Newsom on Lack of Policy from Harris: She Showed 'She Can Take on a Bully',breitbart.com,2024-09-11,Right
21 False Claims & Hoaxes by Kamala Harris that ABC's Debate Moderators Did Not Fact Check,breitbart.com,2024-09-10,Right
ABC News Fact-checked Trump 7 Times; Never Fact-checked Kamala Once,breitbart.com,2024-09-10,Right
Fact Check: Kamala Harris Falsely Claims Trump 'Sold Us Out' to China,breitbart.com,2024-09-10,Right
Kamala Harris Dodged Question on Migration Policy,breitbart.com,2024-09-10,Right
"*** Debate Night Livewire *** Donald Trump, Kamala Harris Face Off for First Time",breitbart.com,2024-09-10,Right
Report: Gold Star Dad Khizr Khan to Appear at Debate for Kamala Harris,breitbart.com,2024-09-10,Right
Breitbart Business Digest: The Economic Numbers That Matter for the Trump-Harris Debate,breitbart.com,2024-09-10,Right
MSNBC's Maddow: Trump Was 'Evil' to Attack Hunter Biden,breitbart.com,2024-09-10,Right
Gavin Newsom: Kamala Harris Is the 'Change Candidate',breitbart.com,2024-09-10,Right
Warren: Given the Chance Donald Trump 'Will Truly Destroy Our Democracy',breitbart.com,2024-09-09,Right
Nolte: Another National Poll Shows Kamala Harris Slipping,breitbart.com,2024-09-09,Right
Tulsi Gabbard: 'A Vote for Kamala Harris Is a Vote for Dick Cheney',breitbart.com,2024-09-09,Right
Former Packers QB Brett Favre Says to Ignore Celebrity Political Endorsements,breitbart.com,2024-09-09,Right
"Springfield, Ohio: Residents Say Haitian Migrants Crashing Cars, Spiking Insurance, Eating Ducks from Parks",breitbart.com,2024-09-09,Right
Exclusive – Attorney Will Scharf on Trump's Legal Winning Streak: 'Win After Win After Win',breitbart.com,2024-09-09,Right
"Brazil: Jair Bolsonaro Leads 45,000 Conservatives Rallying Against Supreme Court, Twitter Ban",breitbart.com,2024-09-09,Right
Cotton: Dick Cheney Endorsed Harris Because 'Trump Beat His Daughter' by 39 Points,breitbart.com,2024-09-08,Right
Liz Cheney: Voting for Trump 'Is to Abandon the Constitution',breitbart.com,2024-09-08,Right
U.S. Seizes Venezuela Dictator Maduro's Plane,breitbart.com,2024-09-02,Right
Country Music Star Gretchen Wilson Endorses Trump: 'My Family Were All Kennedy Democrats. But That’s When the Democrats Were on the Side of the People',breitbart.com,2024-09-07,Right
Exclusive -- Ric Grenell Breaks Down Arab Movement Toward Trump: He Promises 'Peace',breitbart.com,2024-09-07,Right
"Far-Left Protests Across France, Accuses Macron of a 'Coup'",breitbart.com,2024-09-07,Right
"Cop Shot in U.S. Every 22 Hours This Year, Huge Increase During Biden-Harris Era, Says Police Union",breitbart.com,2024-09-07,Right
"Maher: 'Iran Is for Kamala,' Obama Did Try to Bring Them Back Into the Fold",breitbart.com,2024-09-07,Right
Venezuelan Socialists Claim U.S. Navy Sailor Involved in ‘Plot’ Against Dictator Maduro,breitbart.com,2024-09-06,Right
Fraternal Order of Police Endorses Donald Trump for President,breitbart.com,2024-09-06,Right
Liz Cheney: 'Dick Cheney Will Be Voting for Kamala Harris',breitbart.com,2024-09-06,Right
Polis on Lack of Policy Detail from Harris: You Can Learn from How She's 'Prioritized the Policies She Has',breitbart.com,2024-09-05,Right
Argentine President Javier Milei Blasts Socialist Leaders of Venezuela and Brazil at Madrid Forum,breitbart.com,2024-09-06,Right
Trump Promises to Revive the 'American Dream' with Housing for Young Families,breitbart.com,2024-09-06,Right
Exclusive -- ME Candidate Austin Theriault: Presidential Race Could Come Down to One Electoral Vote,breitbart.com,2024-09-05,Right
"Vladimir Putin Endorses Kamala Harris for President, Praises Her ‘Infectious’ Laugh",breitbart.com,2024-09-05,Right
Cuban: Kamala's Capital Gains Tax Plan Would 'Kill the Stock Market',breitbart.com,2024-09-05,Right
Pope Francis Praises Indonesia for Choosing Kids Over Pets,breitbart.com,2024-09-05,Right
Surprise! Brexit Villain Michel Barnier is New French Prime Minister,breitbart.com,2024-09-05,Right
Right-Wing Populist AfD Most Popular Party Among Young German Voters,breitbart.com,2024-09-04,Right
Netanyahu Decries 'Shameful' Left-Wing UK Suspending Weapons Exports,breitbart.com,2024-09-03,Right
Exclusive—Rep. Chip Roy: It’s Time to Pressure the Senate Uniparty to Stop Illegal Aliens from Voting,breitbart.com,2024-09-03,Right
Socialist President Lula: Brazil Setting Global Example for Dealing with Elon Musk’s ‘Far-Right Ideology’,breitbart.com,2024-09-03,Right
Maduro Regime Issues Arrest Warrant Against Opposition Candidate Edmundo Gonzalez,breitbart.com,2024-09-03,Right
Report: Chinese Communist Trolls Target U.S. Voters on TikTok Ahead of Election,breitbart.com,2024-09-03,Right
"George Clooney Called for Biden to Drop Out, Now Says His Exit Most Selfless Act Since George Washington",breitbart.com,2024-09-02,Right
California Democrats Vote Down 'No Tax on Tips' Bill Proposed by Republicans,breitbart.com,2024-09-02,Right
Anti-Mass Migration Parties Make Big Gains in German State Elections,breitbart.com,2024-09-01,Right
WashPost Op-Ed: Kamala Harris Should Use Migration to Grow the Economy,breitbart.com,2024-08-31,Right
"GOP Rep. Waltz: If Harris Was Really Pro-Energy, She’d Push Biden to End LNG Export Pause",breitbart.com,2024-08-31,Right
'Uncommitted' Nightmare Haunts Harris as CNN Interview Further Fractures Base,breitbart.com,2024-08-30,Right
Nolte: 'My Values Haven't Changed' Makes Liars of Aides Who Deny Kamala Harris's Extremist Policies,breitbart.com,2024-08-30,Right
Democrats Panic About RFK Jr. Endorsing Trump; 'War Room' Sends Huge List of Talking Points,breitbart.com,2024-08-30,Right
Mamma Mia! ABBA Demands Trump Stop Playing Their Songs at Rallies,breitbart.com,2024-08-30,Right
Anti-Mass Migration Populist Leader Attacked with Red Paint in Germany,breitbart.com,2024-08-30,Right
Jordan: Zuckerberg Facebook Censorship Disclosure 'Timely' Ahead of November Election,breitbart.com,2024-08-29,Right
Sen. Marshall: Harris's Tough-on-Border Act 'All Smoke and Mirrors',breitbart.com,2024-08-29,Right
Colin Allred Runs to Media to 'Deceive’ Texans About His Open Borders Past,breitbart.com,2024-08-29,Right
Radical Leftist Brazil Supreme Court Minister Posts a Threat on X to Ban the Platform,breitbart.com,2024-08-29,Right
Senate in Leftist Chile Demands ICC Arrest Warrant for Venezuela's Maduro,breitbart.com,2024-08-28,Right
Zelensky Says Ukraine Will Prepare Peace Plan by November to Share with Trump and Harris,breitbart.com,2024-08-28,Right
Election Pandemic Playbook: Don’t Get Fooled Again,breitbart.com,2024-08-28,Right
Mike Rogers Lays Out Harris-Walz Want to Make 'America Last',breitbart.com,2024-08-27,Right
Prime Minister Starmer Blames 'Snake Oil Populism' for UK Riots,breitbart.com,2024-08-27,Right
Rove: Kamala Harris Doing 'Nowhere Near' as Well as Joe Biden or Hillary Clinton at This Point,breitbart.com,2024-08-27,Right
Watch: ‘Vibes Cringe’: Julia Louis-Dreyfus Leads Democrat Female Governors in ‘Femininomenon’,breitbart.com,2024-08-26,Right
Zuckerberg Admits Facebook Killed Hunter Biden Laptop Story,breitbart.com,2024-08-26,Right
Tulsi Gabbard Endorses Donald Trump: He Did Not 'Start Any New Wars',breitbart.com,2024-08-26,Right
Report: Trump Properly Licensed Foo Fighters Song at Rally with RFK Jr.,breitbart.com,2024-08-25,Right
Amy Kremer: 'Encouraging' to See People Come Together in this Election,breitbart.com,2024-08-24,Right
"Comic Legend Eddie Griffin on DNC: ‘They Ain’t Cop My Vote,’ ‘Donald, to His Credit, Said What He Gone Do for Ni**as’",breitbart.com,2024-08-24,Right
Democrats Push Cheap Housing for Illegal Migrants,breitbart.com,2024-08-24,Right
Pro-Palestinian 'Abandon Biden' Group Commits to Ensuring Harris Loses,breitbart.com,2024-08-23,Right
RFK Jr. Lays Out How the DNC Dismantled Democracy,breitbart.com,2024-08-23,Right
Mike Rogers Eviscerates Harris Narrative Trump Visited 'KKK Capital of Michigan',breitbart.com,2024-08-22,Right
Venezuela: Nicolas Maduro’s 'Super Mustache' Fights 'Satanic' Elon Musk in Propaganda Cartoon,breitbart.com,2024-08-22,Right
*** DNC Livewire Night 4 *** It's Kamala's Turn: Harris to Speak to Dysfunctional Convention,breitbart.com,2024-08-22,Right
Texas AG Opens Investigation into Reports of Organizations Possibly Registering Illegal Immigrants to Vote,breitbart.com,2024-08-22,Right
Women Tell Don Lemon They Support Trump: Harris Is 'Phony and Fake',breitbart.com,2024-08-21,Right
RNC Chair Michael Whatley: 'We're in a Great Place to Flip the Senate',breitbart.com,2024-08-21,Right
Nolte: Community Notes Nukes Axios for Lying About Comrade Kamala’s Price Controls,breitbart.com,2024-08-21,Right
"Waters: Voters Won't Blame Biden for Border, Inflation, They'll Praise Him 'For Keeping His Promises'",breitbart.com,2024-08-21,Right
W.H.O. Declares Monkeypox a Global Crisis: Here's What's Really Going On,breitbart.com,2024-08-21,Right
Barack Obama's 2024 Slogan: Make America Diverse,breitbart.com,2024-08-21,Right
Nicolás Maduro to Host 'Global Anti-Fascist Congress' in Venezuela,breitbart.com,2024-08-20,Right
Obama Claims Trump Is Annoying Neighbor with a Leaf Blower,breitbart.com,2024-08-20,Right
U.S. Intelligence Officials Say Iran Hacked the Trump Campaign,breitbart.com,2024-08-20,Right
Trump: Biden Visited Michigan City Harris Campaign Calls 'KKK Capital',breitbart.com,2024-08-20,Right
Left-Wing NBA Coach Steve Kerr Predicts Kamala Harris Win and 'Night Night' to Donald Trump,breitbart.com,2024-08-20,Right
Hillary Taunts Trump over Convictions as Crowd Chants: 'Lock Him Up!',breitbart.com,2024-08-19,Right
Zuckerberg's Meta Names Russia as Leading Source of 'Coordinated Inauthentic Behavior' Before Election,breitbart.com,2024-08-19,Right
"*** DNC Livewire Night 1 *** Bidens to Sing Swan Song, Hillary Clinton to Crow About Glass Ceiling Eight Years After Defeat",breitbart.com,2024-08-19,Right
Exclusive-- St. Johns County GOP Chair Denver Cook: Overdevelopment on Horizon if America First Candidates Don't Win,breitbart.com,2024-08-17,Right
Matt Schlapp: People Overseas 'Can't Believe' How U.S. Conducts Elections,breitbart.com,2024-08-17,Right
Democrats Fear Overconfidence Will Destroy Harris Campaign,breitbart.com,2024-08-17,Right
Breitbart Business Digest: The Ghost of Inflation Will Haunt Kamala Harris Through the Election,breitbart.com,2024-08-16,Right
Caruzo: My Country Tried Kamala-Style Price Controls -- It Led Venezuela to Disaster,breitbart.com,2024-08-16,Right
"Nolte: After It Matters, Deep State, Fake Media Blow Hunter Biden Case Wide Open",breitbart.com,2024-08-16,Right
AARP Poll: Donald Trump Leads Kamala Harris in Michigan,breitbart.com,2024-08-15,Right
"Donald Trump Promises to 'End the Era of Inflation, Mayhem, and Misery'",breitbart.com,2024-08-14,Right
Breitbart Business Digest: July’s Food Inflation Leaves Families Hungry for Relief,breitbart.com,2024-08-13,Right
Report: Dennis Quaid Accuses Facebook of Trying to Censor 'Reagan' Promotional Content,breitbart.com,2024-08-14,Right
Poll: Large Number of Britons Support Anti-Migration Political Violence,breitbart.com,2024-08-14,Right
"Exclusive: Rep. Matt Gaetz, Sen. Mike Lee Vow to Hold Google Accountable if It Skirts Antitrust Fixes",breitbart.com,2024-08-14,Right
Tories Should 'Never Be Trusted Again' on Immigration: Lee Anderson,breitbart.com,2024-08-14,Right
Joe Biden Implies He Would Attend Donald Trump's Inauguration: 'I Have Good Manners',breitbart.com,2024-08-13,Right
EU Backtracks Censorship Demands of Musk-Trump Interview,breitbart.com,2024-08-13,Right
"Trump Endorses Ending Department of Education, Empowering States",breitbart.com,2024-08-13,Right
Breitbart Business Digest: There's Something Very Strange in the Fed's Consumer Data,breitbart.com,2024-08-12,Right
Report: Venezuela Forcing Dissidents to Film Humiliating Apology Videos Cut with Horror Movie Clips,breitbart.com,2024-08-12,Right
Report: Kamala Harris Snubs Teamsters Union After Populist RNC Speech,breitbart.com,2024-08-12,Right
"Turning Point Action Launches 'Commit 100' Ballot-Chasing Operation, Urges Volunteers to Sign Up",breitbart.com,2024-08-12,Right
Former Minnesota Bar Own Calls Tim Walz 'Evil Man' Who Destroyed Businesses,breitbart.com,2024-08-11,Right
Celine Dion Jabs Trump for Playing 'Titanic' Song at Rally,breitbart.com,2024-08-11,Right
Trump Campaign Says 'Foreign Sources' Hacked Internal Communications,breitbart.com,2024-08-10,Right
Report: Florida Shifts from Purple to 'Deep Red' as Republicans Outnumber Democrats,breitbart.com,2024-08-10,Right
Breitbart Business Digest: The Fed Isn't Going to Panic Cut,breitbart.com,2024-08-09,Right
Kamala Harris Deploys Fake Southern-Fried Twang with Auto Workers in Michigan,breitbart.com,2024-08-09,Right
Soldier Who Served Under Tim Walz Says He Knew of His Unit's Upcoming Deployment to Iraq Before Retiring,breitbart.com,2024-08-08,Right
Tim Walz Backed Transgender 'Kidnapping' Bill Aimed at Out-of-State Youths,breitbart.com,2024-08-08,Right
"Tim Walz Chose Wedding Date to Coincide with Tiananmen Square Anniversary, Then Honeymooned in China",breitbart.com,2024-08-07,Right
Lawsuits: RNC Challenging States' Acceptance of Late Mail-In Ballots,breitbart.com,2024-08-07,Right
Democratic Socialists of America: Harris Picking Walz Shows We are a Force,breitbart.com,2024-08-07,Right
Exclusive — Lara Trump on Tim Walz: 'Bernie Sanders Has Been a Champion of His',breitbart.com,2024-08-06,Right
Gov. Tim Walz on Illegals: 'This Country Owes Them a Debt of Gratitude',breitbart.com,2024-08-06,Right
Kamala Harris's VP Pick Tim Walz Facing Stolen Valor Accusation,breitbart.com,2024-08-06,Right
California Investors Colonize Kamala Campaign,breitbart.com,2024-08-05,Right
Nicolas Maduro: 'International Zionism' Is Trying to End Venezuelan Socialist Regime,breitbart.com,2024-08-05,Right
WATCH: Raskin Describes Scenario Where Congress Could Disqualify Trump in January,breitbart.com,2024-08-05,Right
Usha Vance on 'Childless Cat Ladies' Comment: JD 'Made a Quip in Service of Making a Point',breitbart.com,2024-08-05,Right
Trump Warns of 'Great Depression of 2024' After 'Kamala Crash',breitbart.com,2024-08-05,Right
JD Vance Celebrates 40th Birthday: 'Our Future Vice President',breitbart.com,2024-08-02,Right
Buttigieg: Trump Questioning Kamala Harris' Race Is 'Disgusting',breitbart.com,2024-08-02,Right
Exclusive – JD Vance on ‘America First’ Merle Haggard Walkout Music: ‘I Just Love the Opening Lyrics’,breitbart.com,2024-08-02,Right
Breitbart Business Digest: Surging Unemployment and Recession Risk Cement September Rate Cut,breitbart.com,2024-08-02,Right
Taiwanese Leaders Cheer for Olympic Boxer Fighting Women After IBA Gender Test Fail,breitbart.com,2024-08-02,Right
Zelensky Wants Russia to Attend Second Ukraine Peace Summit,breitbart.com,2024-08-02,Right
Michelle Obama Launches Celebrity-Studded Get Out the Vote Video Days After Backing Kamala Harris,breitbart.com,2024-08-01,Right
"Team USA's Diana Taurasi, Cheryl Reeve Use Olympics to Stump for Kamala Harris",breitbart.com,2024-07-31,Right
Biden Admin Claims It Was 'Not Aware of or Involved in' Demise of Hamas Leader,breitbart.com,2024-07-31,Right
UAW Endorse Kamala Despite Her Plans to Eliminate Gas-Powered Cars,breitbart.com,2024-07-31,Right
Consumer Confidence Gets A Boost As Economic Optimism Grows,breitbart.com,2024-07-30,Right
Democrats Worry Trump Will Overpower Harris in 'Blue Wall' States,breitbart.com,2024-07-30,Right
"Georgia Democrats and Republicans Find Common Ground, Demand Switch to Paper Ballots",breitbart.com,2024-07-29,Right
Donald Trump's Anti-Kamala Harris Ad Blitz Kicks Off: 'Dangerously Liberal',breitbart.com,2024-07-30,Right
Venezuela Socialists Cut Ties with 7 Countries over Sham Election Doubts,breitbart.com,2024-07-30,Right
Exclusive—Justin Smith: Missouri Conservatives Have a Clear Choice for Attorney General in Trump’s Attorney Will Scharf,breitbart.com,2024-07-30,Right
Kamala Harris's First Fundraiser as Likely Democrat Nominee a Dud,breitbart.com,2024-07-29,Right
Al Gore Backs 'Climate Champion' Kamala Harris for White House,breitbart.com,2024-07-29,Right
Exclusive – Jim Jordan: Trump's 'American Response' to Being Shot Will Be Remembered in November,breitbart.com,2024-07-26,Right
Breitbart Business Digest: Depressed Consumers Are Bad News for Kamala Harris,breitbart.com,2024-07-26,Right
Carville: Democrats' 'Giddy Elation' over VP Harris Won’t Be 'Helpful Much Longer',breitbart.com,2024-07-26,Right
'Proud' Barack Obama Endorses Kamala Harris for President,breitbart.com,2024-07-26,Right
"Kamala Harris's Election Strategy Ignores Border Chaos, Mass Migration",breitbart.com,2024-07-25,Right
Antony Blinken Begins ‘Farewell Trip’ to Asia,breitbart.com,2024-07-25,Right
"VIDEO: Team USA's Steve Kerr, Steph Curry Use Olympics to Push for Kamala Harris for President",breitbart.com,2024-07-25,Right
Gilbertson: 5 Ways Kamala Harris's Democrat and Media Enablers Are Gaslighting America,breitbart.com,2024-07-25,Right
Muslim Protests Break Out in Rochdale over Alleged Police Brutality Video,breitbart.com,2024-07-25,Right
Kamala Harris’s Radical California Pastor a Forceful Voice for Reparations,breitbart.com,2024-07-24,Right
Jake Paul: 'God Stepped in and Saved' Trump from Assassination,breitbart.com,2024-07-24,Right
Netanyahu Meets with Evangelical Christian Leaders on U.S. Visit,breitbart.com,2024-07-24,Right
Netanyahu Rebukes Unhinged Israeli Left for Criticizing Hostages,breitbart.com,2024-07-23,Right
Pritzker on Biden Waiting to Act on Border Despite Dem Outcry: Trump 'Was the Beginning of the Cause of the Problem',breitbart.com,2024-07-23,Right
Peter Schweizer: Obama's Coup Is Complete,breitbart.com,2024-07-23,Right
Conservative Leadership Contest to Begin Next Week to Replace Sunak,breitbart.com,2024-07-23,Right
Breitbart Business Digest: More Biden-Harris Chaos = Fewer Fed Cuts,breitbart.com,2024-07-22,Right
Chinese State Media Deletes Story Calling Democrats ‘Desperate’ as Regime Social Media Buzzes,breitbart.com,2024-07-22,Right
Kyiv Mayor Klitschko Calls on Zelensky to Hold Russia War Referendum,breitbart.com,2024-07-22,Right
Nikki Haley Voters PAC Backs Kamala Harris: 'There Is No Time to Lose',breitbart.com,2024-07-22,Right
Zelensky Thanks Joe Biden for His 'Unwavering Support' of Ukraine,breitbart.com,2024-07-22,Right
Mayorkas Recruits Allies for 'Independent' Review of Attack on Trump,breitbart.com,2024-07-21,Right
Rep. Nancy Mace Demands Kamala Harris Invoke 25th Amendment,breitbart.com,2024-07-21,Right
Elizabeth Warren Endorses Kamala Harris After Biden Drops Out,breitbart.com,2024-07-21,Right
"Hollywood Celebrities Pay Tribute to Biden, Rally Behind Kamala: 'Now We Have Our Marching Orders'",breitbart.com,2024-07-21,Right
Nolte: Joe Biden Quitting Exposes Three Years of Corporate Media Lies,breitbart.com,2024-07-21,Right
Democrat Leadership Praise Joe Biden's Decision to Leave Race,breitbart.com,2024-07-21,Right
Globalist Leaders Laud Joe Biden After Campaign Withdrawal,breitbart.com,2024-07-21,Right
"Raskin, a Biden Ally, Compares the President to a 'Tiring Baseball Pitcher'",breitbart.com,2024-07-19,Right
"Nolte: Democrats, Media, Hollywood Look to Steal Election from Joe Biden",breitbart.com,2024-07-19,Right
Chinese State Media Condemn JD Vance for His 'Aversion to Economic Globalization',breitbart.com,2024-07-19,Right
Donald Trump Demands Democrats 'Immediately Stop Weaponizing the Justice System' in RNC Speech,breitbart.com,2024-07-18,Right
Trump at RNC Vows to Save American Auto Industry from Biden's EV Mandate,breitbart.com,2024-07-18,Right
***Livewire***Night Four of the Republican National Convention: An American Lion Roars,breitbart.com,2024-07-18,Right
Exclusive — Michael Savage: Government-Media Complex ‘Swept Away’ Trump Assassination Attempt,breitbart.com,2024-07-18,Right
"Biden Campaign: Biden Will Be Nominee, If People Want to Vote for Harris as VP and Not Biden, That's Fine",breitbart.com,2024-07-18,Right
Larry Elder at the RNC: Dems Will Not Be Able to Replace Kamala Harris,breitbart.com,2024-07-18,Right
Venezuela’s Maduro Promises 'Bloodbath' If He Loses Sham Election,breitbart.com,2024-07-18,Right
David Lammy Refuses to Walk Back Calling Trump a Neo-Nazi Sympathiser,breitbart.com,2024-07-18,Right
"Israel Praises Trump for Past Accomplishments, 'Incredible Support' in War",breitbart.com,2024-07-17,Right
New Delhi Hindus Hold Special Prayer Ritual for Donald Trump’s Safety,breitbart.com,2024-07-17,Right
"Exclusive Interview with Peter Navarro Straight out of Prison: 'Judgement Day Is Coming;' If They Come for Trump and Me, 'They Can Come for You'",breitbart.com,2024-07-17,Right
Exclusive – Prominent Republicans at RNC Convention: GOP Is Party of Unity,breitbart.com,2024-07-17,Right
"WATCH: Ron Johnson on Chart that Saved Trump's Life, 'God Works in Mysterious Ways'",breitbart.com,2024-07-17,Right
***Livewire*** Night Three of the Republican National Convention,breitbart.com,2024-07-17,Right
King's Speech: PM Starmer Tells Public to Reject 'Snake Oil' Populism,breitbart.com,2024-07-17,Right
Exclusive: Corey Lewandowski on New Hampshire Swinging Toward Trump,breitbart.com,2024-07-17,Right
Neocon Liz Cheney Slams J.D. Vance,breitbart.com,2024-07-17,Right
Volodymyr Zelensky Says Trump Presidency Doesn't Worry Him: 'We Will Work',breitbart.com,2024-07-17,Right
Exclusive — Rep. Jim Banks Lays Out Path to GOP-Controlled Senate,breitbart.com,2024-07-16,Right
Nikki Haley Makes 'Unity' Pitch at RNC to Voters Still Skeptical of Trump,breitbart.com,2024-07-16,Right
Exclusive — Former Sen. Kelly Loeffler: Donald Trump's Path to Victory 'Runs Right Through Georgia',breitbart.com,2024-07-16,Right
"RJC's Matt Brooks: Trump Will Stand with Israel, Stop the Antisemitic Mobs",breitbart.com,2024-07-16,Right
Exclusive — Lee Zeldin: Assassination Attempt on Donald Trump 'Breaking Point' for Many Voters on the Fence,breitbart.com,2024-07-16,Right
Report: Joe Biden to Resume Framing Donald Trump as 'Threat to Democracy' After Assassination Attempt,breitbart.com,2024-07-16,Right
"J.D. Vance's Foreign Policy: Donald Trump's VP Pick on Ukraine, China, and More",breitbart.com,2024-07-16,Right
Trump: Indictment's Dismissal Should Be First in Trashing 'All Witch Hunts',breitbart.com,2024-07-15,Right
Trump Assassination Attempt T-Shirts Flood Cheap Chinese Websites,breitbart.com,2024-07-15,Right
Charlemagne tha God Says Trump ‘Solely Responsible’ for Violent Rhetoric that Led to Attempt on His Life,breitbart.com,2024-07-15,Right
***Livewire*** Night One of the Republican National Convention,breitbart.com,2024-07-15,Right
Nolte: Far-left Axios Calls on Trump to Apologize for Getting Shot,breitbart.com,2024-07-15,Right
"Nolte: Corporate Media's Kill List, So Far – Scalise, Kavanaugh, and Now Trump",breitbart.com,2024-07-15,Right
Republicans 'Reap What They Sow' by Defending Gun Rights: Euro-Left,breitbart.com,2024-07-15,Right
Trump Senior Adviser Dan Scavino: 'President Trump Was Made for This Moment',breitbart.com,2024-07-15,Right
Top Adviser to Democrat Megadonor Reid Hoffman Suggests Attempt on Trump's Life May Have Been 'Staged',breitbart.com,2024-07-14,Right
"Socialist Nicolás Maduro Leads Prayers for Donald Trump from Latin America, 'God Bless the People of the United States'",breitbart.com,2024-07-14,Right
Farage Announces U.S. Trip to 'Stand Shoulder to Shoulder' with Trump,breitbart.com,2024-07-14,Right
Nolte: Trump-Is-Hitler Media Want ‘Rhetoric Toned Down’ to Avoid Accountability,breitbart.com,2024-07-14,Right
JD Vance: Biden Campaign's Rhetoric 'Led Directly' to Assassination Attempt,breitbart.com,2024-07-13,Right
*** Livewire *** Secret Service Rushes Trump out of Pennsylvania Rally After Shots Fired,breitbart.com,2024-07-13,Right
Exclusive — Republican National Convention Co-Chair Dave Bossie: Event All About Forgotten Men and Women,breitbart.com,2024-07-13,Right
Sen. Bernie Sanders — 'Enough!': Joe Biden 'Will Be the Candidate',breitbart.com,2024-07-13,Right
Katie Britt: Dems 'Were Just Fine' with Biden as Long as They Believed They Were Winning,breitbart.com,2024-07-13,Right
"Sen. Rosen Flip Flops, Co-Sponsors GOP Bill Removing Tax on Tips",breitbart.com,2024-07-12,Right
"Elon Musk Comes Off Sidelines, Taps Vast Fortune to Elect Trump",breitbart.com,2024-07-12,Right
Watch: 'Daily Show' Reporter Stunned After Focus Group of Black New Yorkers Say They’re Backing Trump,breitbart.com,2024-07-11,Right
Another House Democrat Calls on Biden to Exit Race,breitbart.com,2024-07-11,Right
Federal Reserve Chair Jerome Powell: Migration Is 'Neutral' for Inflation,breitbart.com,2024-07-11,Right
Rob Reiner Doubles Down on Pushing Biden Out: 'George Clooney Clearly Expressed What Many of Us Have Been Saying',breitbart.com,2024-07-11,Right
Rumors Swirl Zelensky Wants to Talk to Russia Before U.S. Presidential Election,breitbart.com,2024-07-11,Right
Trump: Clooney Turned on 'Crooked Joe' Biden 'Like the Rats They Both Are',breitbart.com,2024-07-11,Right
Portnoy Criticizes George Clooney for Revealing Biden Is a 'Vegetable',breitbart.com,2024-07-10,Right
Sen. Welch on Biden: 'Cannot Unsee' His 'Disastrous Debate Performance',breitbart.com,2024-07-10,Right
House Passes Bill Requiring Proof of Citizenship to Vote,breitbart.com,2024-07-10,Right
Maduro Assures Iran's President-Elect Venezuela Will Be a 'True Friend',breitbart.com,2024-07-10,Right
Mediaite Caught Lying in Blatant Distortion of Transcript of J.D. Vance Interview in Effort to Interfere in Donald Trump’s Veepstakes,breitbart.com,2024-07-10,Right
China Taunts 'Brittle' NATO for Holding Summit Under Shadow of Trump's Potential Return,breitbart.com,2024-07-10,Right
"Weeks After Fundraiser for Biden, George Clooney Pens NYT Op-ed Dumping Him",breitbart.com,2024-07-10,Right
